timestamp,can_direction,can_power_w,can_soc_percent,ocpp_reported_direction,ocpp_reported_power_w,ids_decision,label,protocol
1763122548.4015234,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122550.4045353,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122552.4070084,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122554.408851,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122556.4099803,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122558.4269,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122560.4300902,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122562.4312136,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122564.4327333,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122566.4339364,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122568.4342628,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122570.4357343,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122572.437255,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122574.4384053,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122576.4395785,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122578.441273,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122580.4431205,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122582.4441712,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122584.4454195,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122586.4464989,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122588.448932,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122590.4508364,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122592.4520752,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122594.452481,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122596.454566,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122598.4552581,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122600.4574733,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122602.4599605,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122604.461203,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122606.4620225,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122608.463695,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122610.465133,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122612.46924,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122614.4704282,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122616.472008,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122618.473821,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122620.4757578,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122622.4775121,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122624.4817,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122626.4827268,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122628.4944422,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122630.5020108,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122632.5041742,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122634.5062327,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122636.5069513,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122638.5083237,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122640.5093448,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122642.5131946,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122644.5134637,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122646.5143723,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122648.5164113,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122650.5178416,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122652.5186324,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122654.5199585,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122656.5230963,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122658.524406,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122660.5261872,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122662.528955,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122664.530209,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122666.5312243,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122668.5320728,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122670.5351522,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122672.5358756,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122674.5372856,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122676.5387483,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122678.5401292,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122680.541343,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122682.5444012,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122684.5498693,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122686.5518396,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122688.5528333,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122690.558851,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122692.559754,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122694.5611877,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122696.5672572,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122698.568109,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122700.5694203,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122702.572277,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122704.5741434,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122706.575395,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122708.5762572,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122710.6121244,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122712.6152666,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122714.6163816,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122716.6166682,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122718.6299396,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122720.6364756,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122722.6371593,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122724.6387317,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122726.6402707,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122728.641865,Import,11000,95,Import,11000,Tutarlı (Normal),normal,1.6
1763122730.6479588,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122732.6487298,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122734.655925,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122736.6576777,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122738.658631,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122740.6694777,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122742.6705594,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122744.6735103,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122746.6764054,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122748.6776621,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122750.6813283,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122752.6959481,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122754.6859846,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122756.6882162,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122758.690007,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122760.6908321,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122762.6992419,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122764.7039993,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122766.7108455,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122768.7118194,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122770.714935,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122772.7168949,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122774.7193928,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122776.72111,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122778.7224004,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122780.7237325,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122782.7280688,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122784.734019,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122786.7349513,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122788.7365146,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122790.7371826,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122792.73822,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122794.741189,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122796.7428675,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122798.7481241,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122800.750062,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122802.7515562,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122804.7565536,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122806.7574003,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122808.7607186,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122810.7633317,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122812.7648385,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122814.7670438,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122816.7707658,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122818.7749517,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122820.7757688,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122822.7773824,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122824.7786553,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122826.7868514,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122828.781155,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122830.7832325,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122832.784364,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122834.787951,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122836.788824,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122838.790512,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122840.7922359,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122842.7943478,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122844.7959995,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122846.7970204,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122848.8053432,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122850.8076258,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122852.8089955,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122854.8097525,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122856.8112109,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122858.8127565,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122860.8138304,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122862.8161626,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122864.8169975,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122866.8176029,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122868.8181016,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122870.8199658,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122872.8241267,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122874.8211062,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122876.823454,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122878.8253024,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122880.826954,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122882.8280308,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122884.8292863,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122886.8300104,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122888.8309011,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122890.8322487,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122892.833611,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122894.8344939,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122896.835638,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122898.8379726,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122900.8385649,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122902.8408775,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122904.8417296,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122906.8440819,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
1763122908.8476489,Import,11000,95,Export,10000,ANOMALİ (Import/Export Çakışması - 1.6 Tespiti),anomaly,1.6
